Resource Relationships,,,Arcrole,Resource,ResourceRole,Language,Name,Namespace,LocalName,References
,,"ESRS S1 40 a S1-4 AR 44 - AR 45, AR 47 Main Mandatory subject to MA S1-4_06",http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,"ESRS S2 34 a S2-4 AR 40 - AR 41, AR 43 Main Mandatory subject to MA S2-4_08",http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,"ESRS S3 34 a S3-4 AR 38 - AR 40, AR 42 Main Mandatory subject to MA S3-4_08",http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:PoliciesAndProceduresWhichMakeEitherQualificationsSkillsOrExperienceBasisForRecruitmentPlacementTrainingAndOrAdvancementAtAllLevelsAreInPlace,,,esrs:PoliciesAndProceduresWhichMakeEitherQualificationsSkillsOrExperienceBasisForRecruitmentPlacementTrainingAndOrAdvancementAtAllLevelsAreInPlace,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,PoliciesAndProceduresWhichMakeEitherQualificationsSkillsOrExperienceBasisForRecruitmentPlacementTrainingAndOrAdvancementAtAllLevelsAreInPlace, ESRS S1 AR 17 a S1-1 Main Voluntary S1-1_15
,,ESRS S1 AR 17 a S1-1 Main Voluntary S1-1_15,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DescriptionOfProcessInRelationToClimaterelatedPhysicalRisksInOwnOperationsAndAlongUpstreamAndDownstreamValueChainExplanatory,,,esrs:DescriptionOfProcessInRelationToClimaterelatedPhysicalRisksInOwnOperationsAndAlongUpstreamAndDownstreamValueChainExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DescriptionOfProcessInRelationToClimaterelatedPhysicalRisksInOwnOperationsAndAlongUpstreamAndDownstreamValueChainExplanatory," ESRS E1 E1-6 Related,  ESRS E1 20 b IRO-1 AR 13-AR 14 Main Mandatory irrespective of MA E1.IRO-1_02"
,,ESRS E1 E1-6 Related,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS E1 20 b IRO-1 AR 13-AR 14 Main Mandatory irrespective of MA E1.IRO-1_02,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:UndertakingAssignsResponsibilityAtTopManagementLevelForEqualTreatmentAndOpportunitiesInEmploymentIssueClearCompanywidePoliciesAndProceduresToGuideEqualEmploymentPracticesAndOrLinksAdvancementToDesiredPerformanceInThisArea,,,esrs:UndertakingAssignsResponsibilityAtTopManagementLevelForEqualTreatmentAndOpportunitiesInEmploymentIssueClearCompanywidePoliciesAndProceduresToGuideEqualEmploymentPracticesAndOrLinksAdvancementToDesiredPerformanceInThisArea,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,UndertakingAssignsResponsibilityAtTopManagementLevelForEqualTreatmentAndOpportunitiesInEmploymentIssueClearCompanywidePoliciesAndProceduresToGuideEqualEmploymentPracticesAndOrLinksAdvancementToDesiredPerformanceInThisArea, ESRS S1 AR 17 b S1-1 Main Voluntary S1-1_16
,,ESRS S1 AR 17 b S1-1 Main Voluntary S1-1_16,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:ProceduresToInvestigateBusinessConductIncidentsPromptlyIndependentlyAndObjectivelyAreInPlace,,,esrs:ProceduresToInvestigateBusinessConductIncidentsPromptlyIndependentlyAndObjectivelyAreInPlace,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,ProceduresToInvestigateBusinessConductIncidentsPromptlyIndependentlyAndObjectivelyAreInPlace, ESRS G1 10 e G1-1 Main Mandatory subject to MA G1-1_08
,,ESRS G1 10 e G1-1 Main Mandatory subject to MA G1-1_08,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DisclosureOfProcessToIdentifyImpactsRisksAndOpportunitiesAndToAssessWhichOnesAreMaterialExplanatory,,,esrs:DisclosureOfProcessToIdentifyImpactsRisksAndOpportunitiesAndToAssessWhichOnesAreMaterialExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DisclosureOfProcessToIdentifyImpactsRisksAndOpportunitiesAndToAssessWhichOnesAreMaterialExplanatory," ESRS E3 8 IRO-1 Main Mandatory irrespective of MA Yes,  ESRS E5 11 IRO-1 Main Mandatory irrespective of MA Yes,  ESRS E1 20 IRO-1 Main Mandatory irrespective of MA Yes,  ESRS ESRS 2 51 IRO-1 Main Mandatory irrespective of MA Yes,  ESRS E4 17 IRO-1 Main Mandatory irrespective of MA Yes,  ESRS G1 6 IRO-1 Main Mandatory irrespective of MA Yes,  ESRS E2 11 IRO-1 Main Mandatory irrespective of MA Yes"
,,ESRS E3 8 IRO-1 Main Mandatory irrespective of MA Yes,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS E5 11 IRO-1 Main Mandatory irrespective of MA Yes,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS E1 20 IRO-1 Main Mandatory irrespective of MA Yes,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS ESRS 2 51 IRO-1 Main Mandatory irrespective of MA Yes,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS E4 17 IRO-1 Main Mandatory irrespective of MA Yes,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS G1 6 IRO-1 Main Mandatory irrespective of MA Yes,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS E2 11 IRO-1 Main Mandatory irrespective of MA Yes,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:TypeOfInternalCarbonPricingSchemeAxis,,,esrs:TypeOfInternalCarbonPricingSchemeAxis,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,TypeOfInternalCarbonPricingSchemeAxis," ESRS E1 63 a E1-8,  ESRS E1 AR 66 E1-8,  ESRS E1 63 d E1-8,  ESRS E1 63 c E1-8"
,,ESRS E1 63 a E1-8,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS E1 AR 66 E1-8,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS E1 63 d E1-8,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS E1 63 c E1-8,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:TypeOfInternalCarbonPricingSchemeMember,,,esrs:TypeOfInternalCarbonPricingSchemeMember,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,TypeOfInternalCarbonPricingSchemeMember," ESRS E1 63 a E1-8,  ESRS E1 AR 66 E1-8,  ESRS E1 63 d E1-8,  ESRS E1 63 c E1-8"
,,ESRS E1 63 a E1-8,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS E1 AR 66 E1-8,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS E1 63 d E1-8,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS E1 63 c E1-8,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:TypesOfInternalCarbonPricingScheme,,,esrs:TypesOfInternalCarbonPricingScheme,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,TypesOfInternalCarbonPricingScheme, ESRS E1 63 a E1-8 AR 66 Main Mandatory subject to MA
,,ESRS E1 63 a E1-8 AR 66 Main Mandatory subject to MA,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:StaffTrainingOnNondiscriminationPoliciesAndPracticesHasBeenProvided,,,esrs:StaffTrainingOnNondiscriminationPoliciesAndPracticesHasBeenProvided,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,StaffTrainingOnNondiscriminationPoliciesAndPracticesHasBeenProvided, ESRS S1 AR 17 c S1-1 Main Voluntary S1-1_17
,,ESRS S1 AR 17 c S1-1 Main Voluntary S1-1_17,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:AssetsAndOrActivitiesHaveBeenScreenedInOrderToIdentifyActualAndPotentialImpactsRisksAndOpportunitiesInEitherOwnOperationsOrUpstreamAndDownstreamValueChain,,,esrs:AssetsAndOrActivitiesHaveBeenScreenedInOrderToIdentifyActualAndPotentialImpactsRisksAndOpportunitiesInEitherOwnOperationsOrUpstreamAndDownstreamValueChain,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,AssetsAndOrActivitiesHaveBeenScreenedInOrderToIdentifyActualAndPotentialImpactsRisksAndOpportunitiesInEitherOwnOperationsOrUpstreamAndDownstreamValueChain," ESRS E3 8 a IRO-1 AR 1- AR 15 Main Mandatory irrespective of MA E3.IRO-1_01,  ESRS E5 11 a IRO-1 AR 1 - AR 7 Main Mandatory irrespective of MA E5.IRO-1_01"
,,ESRS E3 8 a IRO-1 AR 1- AR 15 Main Mandatory irrespective of MA E3.IRO-1_01,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS E5 11 a IRO-1 AR 1 - AR 7 Main Mandatory irrespective of MA E5.IRO-1_01,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DisclosureOfHowAssetsAndOrActivitiesHaveBeenScreenedInOrderToIdentifyActualAndPotentialImpactsRisksAndOpportunitiesInEitherOwnOperationsOrUpstreamAndDownstreamValueChainAndMethodologiesAssumptionsAndToolsUsedInScreeningExplanatory,,,esrs:DisclosureOfHowAssetsAndOrActivitiesHaveBeenScreenedInOrderToIdentifyActualAndPotentialImpactsRisksAndOpportunitiesInEitherOwnOperationsOrUpstreamAndDownstreamValueChainAndMethodologiesAssumptionsAndToolsUsedInScreeningExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DisclosureOfHowAssetsAndOrActivitiesHaveBeenScreenedInOrderToIdentifyActualAndPotentialImpactsRisksAndOpportunitiesInEitherOwnOperationsOrUpstreamAndDownstreamValueChainAndMethodologiesAssumptionsAndToolsUsedInScreeningExplanatory, ESRS E3 8 a IRO-1 AR 1- AR 15 Main Mandatory irrespective of MA E3.IRO-1_01
,,ESRS E3 8 a IRO-1 AR 1- AR 15 Main Mandatory irrespective of MA E3.IRO-1_01,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:InformationAboutPolicyForTrainingWithinOrganisationOnBusinessConductExplanatory,,,esrs:InformationAboutPolicyForTrainingWithinOrganisationOnBusinessConductExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,InformationAboutPolicyForTrainingWithinOrganisationOnBusinessConductExplanatory, ESRS G1 10 g G1-1 Main Mandatory subject to MA G1-1_10
,,ESRS G1 10 g G1-1 Main Mandatory subject to MA G1-1_10,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DisclosureOfInitiativesAimedAtContributingToAdditionalMaterialPositiveImpactsExplanatory,,,esrs:DisclosureOfInitiativesAimedAtContributingToAdditionalMaterialPositiveImpactsExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DisclosureOfInitiativesAimedAtContributingToAdditionalMaterialPositiveImpactsExplanatory, ESRS S1 AR 33 b S1-4 Main Voluntary S1-4_11
,,ESRS S1 AR 33 b S1-4 Main Voluntary S1-4_11,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:AdjustmentsToPhysicalEnvironmentToEnsureHealthAndSafetyForWorkersCustomersAndOtherVisitorsWithDisabilitiesHaveBeenMade,,,esrs:AdjustmentsToPhysicalEnvironmentToEnsureHealthAndSafetyForWorkersCustomersAndOtherVisitorsWithDisabilitiesHaveBeenMade,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,AdjustmentsToPhysicalEnvironmentToEnsureHealthAndSafetyForWorkersCustomersAndOtherVisitorsWithDisabilitiesHaveBeenMade, ESRS S1 AR 17 d S1-1 Main Voluntary S1-1_18
,,ESRS S1 AR 17 d S1-1 Main Voluntary S1-1_18,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:ConsultationsHaveBeenConducted,,,esrs:ConsultationsHaveBeenConducted,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,ConsultationsHaveBeenConducted," ESRS E3 8 b IRO-1 Main Mandatory irrespective of MA,  ESRS E5 11 b IRO-1 Main Mandatory irrespective of MA E5.IRO-1_02,  ESRS E2 11 b IRO-1 Main Mandatory irrespective of MA E2.IRO-1_02"
,,ESRS E3 8 b IRO-1 Main Mandatory irrespective of MA,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS E5 11 b IRO-1 Main Mandatory irrespective of MA E5.IRO-1_02,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS E2 11 b IRO-1 Main Mandatory irrespective of MA E2.IRO-1_02,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DisclosureOfHowConsultationsHaveBeenConductedExplanatory,,,esrs:DisclosureOfHowConsultationsHaveBeenConductedExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DisclosureOfHowConsultationsHaveBeenConductedExplanatory," ESRS E3 8 b IRO-1 AR 1- AR 15 Main Mandatory irrespective of MA E3.IRO-1_02,  ESRS E5 11 b IRO-1 AR 1, AR 7 Main Mandatory irrespective of MA E5.IRO-1_02,  ESRS E2 11 b IRO-1 Main Mandatory irrespective of MA E2.IRO-1_02"
,,ESRS E3 8 b IRO-1 AR 1- AR 15 Main Mandatory irrespective of MA E3.IRO-1_02,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,"ESRS E5 11 b IRO-1 AR 1, AR 7 Main Mandatory irrespective of MA E5.IRO-1_02",http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS E2 11 b IRO-1 Main Mandatory irrespective of MA E2.IRO-1_02,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:PercentageOfFunctionsatriskCoveredByAnticorruptionAndAntibriberyTrainingProgrammes,,,esrs:PercentageOfFunctionsatriskCoveredByAnticorruptionAndAntibriberyTrainingProgrammes,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,PercentageOfFunctionsatriskCoveredByAnticorruptionAndAntibriberyTrainingProgrammes, ESRS G1 21 b G1-3 AR 4 Main Mandatory subject to MA G1-3_07
,,ESRS G1 21 b G1-3 AR 4 Main Mandatory subject to MA G1-3_07,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DisclosureOfHowFarUndertakingHasProgressedInEffortsDuringReportingPeriodExplanatory,,,esrs:DisclosureOfHowFarUndertakingHasProgressedInEffortsDuringReportingPeriodExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DisclosureOfHowFarUndertakingHasProgressedInEffortsDuringReportingPeriodExplanatory, ESRS S1 AR 33 c S1-4 Main Voluntary S1-4_12
,,ESRS S1 AR 33 c S1-4 Main Voluntary S1-4_12,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:UndertakingEvaluatesWhetherJobRequirementsHaveBeenDefinedInWayThatCouldSystematicallyDisadvantageCertainGroups,,,esrs:UndertakingEvaluatesWhetherJobRequirementsHaveBeenDefinedInWayThatCouldSystematicallyDisadvantageCertainGroups,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,UndertakingEvaluatesWhetherJobRequirementsHaveBeenDefinedInWayThatCouldSystematicallyDisadvantageCertainGroups, ESRS S1 AR 17 e S1-1 Main Voluntary S1-1_19
,,ESRS S1 AR 17 e S1-1 Main Voluntary S1-1_19,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:TypeOfWasteAxis,,,esrs:TypeOfWasteAxis,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,TypeOfWasteAxis," ESRS E5 AR 29 E5-5,  ESRS E5 37 c E5-5,  ESRS E5 37 b E5-5"
,,ESRS E5 AR 29 E5-5,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS E5 37 c E5-5,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS E5 37 b E5-5,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:TypeOfWasteMember,,,esrs:TypeOfWasteMember,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,TypeOfWasteMember," ESRS E5 AR 29 E5-5,  ESRS E5 37 c E5-5,  ESRS E5 37 b E5-5"
,,ESRS E5 AR 29 E5-5,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS E5 37 c E5-5,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS E5 37 b E5-5,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DisclosureOfActivitiesAndCommitmentsRelatedToExertingPoliticalInfluenceIncludingLobbyingActivitiesRelatedToMaterialImpactsRisksAndOpportunitiesExplanatory,,,esrs:DisclosureOfActivitiesAndCommitmentsRelatedToExertingPoliticalInfluenceIncludingLobbyingActivitiesRelatedToMaterialImpactsRisksAndOpportunitiesExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DisclosureOfActivitiesAndCommitmentsRelatedToExertingPoliticalInfluenceIncludingLobbyingActivitiesRelatedToMaterialImpactsRisksAndOpportunitiesExplanatory, ESRS G1 27 G1-5 Overlapping Mandatory subject to MA
,,ESRS G1 27 G1-5 Overlapping Mandatory subject to MA,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
